Route,Bus Name,Bus Type,Departing Time,Reaching Time,Duration,Star Rating,Price,Seats Availability
Shimla to Manali,HRTC - 154,Himsuta AC Seater Volvo/Scania 2+2,21:00,06:10,09h 10m,4.3,963.0,35.0
Delhi to Dharamshala (Himachal Pradesh),HRTC - 528,A/C Executive (2+3),17:31,07:00,13h 29m,2.8,834.0,44.0
Delhi to Dharamshala (Himachal Pradesh),HRTC - 539,Himmani Deluxe 2+2 Non AC Seater,18:50,06:45,11h 55m,3.3,755.0,21.0
Delhi to Dharamshala (Himachal Pradesh),HRTC - 539,Himmani Deluxe 2+2 Non AC Seater,18:50,07:15,12h 25m,2.8,779.0,27.0
Delhi to Dharamshala (Himachal Pradesh),HRTC - 546,Himmani Deluxe 2+2 Non AC Seater,19:20,07:00,11h 40m,1.7,746.0,27.0
Shimla to Chandigarh,Chandigarh Transport Undertaking (CTU) - 165743,HVAC Seater (2+3),15:30,20:05,04h 35m,3.6,307.62,47.0
Shimla to Chandigarh,Chandigarh Transport Undertaking (CTU) - 165746,HVAC Seater (2+3),18:30,23:05,04h 35m,4.8,307.62,47.0
Shimla to Chandigarh,Chandigarh Transport Undertaking (CTU) - 165748,HVAC Seater (2+3),22:45,03:20,04h 35m,3.7,307.62,47.0
Shimla to Chandigarh,FlixBus,A/C Seater (2+2),20:00,00:30,04h 30m,4.0,121.0,34.0
Chandigarh to Dharamshala (Himachal Pradesh),HRTC - 127,Himsuta AC Seater Volvo/Scania 2+2,15:40,22:00,06h 20m,3.1,724.0,28.0
Chandigarh to Dharamshala (Himachal Pradesh),HRTC - 1285,Ordinary 3+2 Non AC Seater,18:40,02:30,07h 50m,3.9,439.0,37.0
Chandigarh to Dharamshala (Himachal Pradesh),HRTC - 573,Ordinary 3+2 Non AC Seater,19:40,02:00,06h 20m,3.9,434.0,37.0
Chandigarh to Dharamshala (Himachal Pradesh),HRTC - 91,Himsuta AC Seater Volvo/Scania 2+2,22:10,04:40,06h 30m,3.7,724.0,33.0
Delhi to Baddi (Himachal Pradesh),PAL Travel Lines,Volvo A/C Semi Sleeper (2+2),22:35,03:35,05h 00m,2.9,1349.0,17.0
Dharamshala (Himachal Pradesh) to Chandigarh,HRTC - 912,Ordinary 3+2 Non AC Seater,14:00,23:10,09h 10m,3.9,458.0,37.0
Dharamshala (Himachal Pradesh) to Chandigarh,HRTC - 912,Ordinary 3+2 Non AC Seater,14:50,23:10,08h 20m,3.9,437.0,37.0
Dharamshala (Himachal Pradesh) to Chandigarh,HRTC - 911,Ordinary 3+2 Non AC Seater,14:55,23:20,08h 25m,3.9,458.0,37.0
Dharamshala (Himachal Pradesh) to Chandigarh,HRTC - 902,Ordinary 3+2 Non AC Seater,16:30,01:25,08h 55m,3.9,477.0,37.0
Chamba (Himachal Pradesh) to Chandigarh,HRTC - 1003,Ordinary 3+2 Non AC Seater,14:30,02:20,11h 50m,3.9,631.0,28.0
Chamba (Himachal Pradesh) to Chandigarh,HRTC - 1002,Ordinary 3+2 Non AC Seater,15:00,03:00,12h 00m,3.9,597.0,37.0
Chamba (Himachal Pradesh) to Chandigarh,HRTC - 1024,A/C Executive (2+3),16:20,04:15,11h 55m,4.2,642.0,32.0
Chamba (Himachal Pradesh) to Chandigarh,HRTC - 1001,A/C Executive (2+3),17:15,04:00,10h 45m,3.3,632.0,30.0
Chamba (Himachal Pradesh) to Chandigarh,HRTC - 100,Himsuta AC Seater Volvo/Scania 2+2,17:40,04:00,10h 20m,4.3,1086.0,11.0
Delhi to Dalhousie,HRTC - 531,Ordinary 3+2 Non AC Seater,17:50,07:10,13h 20m,3.2,710.0,30.0
Delhi to Dalhousie,HRTC - 84,Himsuta AC Seater Volvo/Scania 2+2,20:15,09:30,13h 15m,4.3,1437.0,21.0
Delhi to Dalhousie,HRTC - 1422,Himsuta AC Seater Volvo/Scania 2+2,21:30,11:05,13h 35m,4.0,1437.0,32.0
Delhi to Dalhousie,Zingbus Plus,Bharat Benz A/C Seater /Sleeper (2+1),20:30,09:05,12h 35m,2.4,1267.0,30.0
Delhi to Chamba (Himachal Pradesh),HRTC - 531,Ordinary 3+2 Non AC Seater,17:50,10:00,16h 10m,4.4,796.0,29.0
Delhi to Chamba (Himachal Pradesh),HRTC - 590,A/C Executive (2+3),19:00,10:15,15h 15m,3.5,1007.0,36.0
Delhi to Chamba (Himachal Pradesh),HRTC - 84,Himsuta AC Seater Volvo/Scania 2+2,20:15,11:30,15h 15m,4.1,1589.0,21.0
Delhi to Chamba (Himachal Pradesh),HRTC - 578,Ordinary 3+2 Non AC Seater,22:10,18:35,20h 25m,1.9,862.0,37.0
Dalhousie to Delhi,HRTC - 1421,Himsuta AC Seater Volvo/Scania 2+2,14:55,06:45,15h 50m,3.2,1437.0,10.0
Dalhousie to Delhi,HRTC - 100,Himsuta AC Seater Volvo/Scania 2+2,19:50,09:00,13h 10m,4.0,1437.0,11.0
Dalhousie to Delhi,Travel Point,A/C Seater / Sleeper (2+2),16:00,05:20,13h 20m,2.4,1387.0,41.0
Solan to Delhi,HRTC - 24,Himsuta AC Seater Volvo/Scania 2+2,14:50,21:45,06h 55m,4.1,696.0,27.0
Solan to Delhi,HRTC - 74,Himsuta AC Seater Volvo/Scania 2+2,21:10,05:00,07h 50m,4.4,721.0,34.0
Solan to Delhi,HRTC - 3,Himsuta AC Seater Volvo/Scania 2+2,22:30,06:00,07h 30m,4.6,721.0,34.0
Solan to Delhi,HRTC - 35,Himsuta AC Seater Volvo/Scania 2+2,23:00,06:15,07h 15m,3.9,721.0,32.0
Delhi to Palampur,HRTC - 562,Ordinary 3+2 Non AC Seater,15:15,04:30,13h 15m,3.7,752.0,37.0
Delhi to Palampur,HRTC - 522,Ordinary 3+2 Non AC Seater,16:35,04:15,11h 40m,3.7,716.0,37.0
Delhi to Palampur,HRTC - 524,Ordinary 3+2 Non AC Seater,16:45,07:00,14h 15m,3.7,758.0,35.0
Delhi to Palampur,HRTC - 593,Himmani Deluxe 2+2 Non AC Seater,18:20,06:30,12h 10m,3.6,782.0,21.0
Dharamshala (Himachal Pradesh) to Delhi,HRTC - 903,Himmani Deluxe 2+2 Non AC Seater,17:00,06:00,13h 00m,3.3,779.0,27.0
Dharamshala (Himachal Pradesh) to Delhi,HRTC - 925,A/C Executive (2+3),18:00,06:30,12h 30m,2.5,856.0,42.0
Dharamshala (Himachal Pradesh) to Delhi,HRTC - 903,Himmani Deluxe 2+2 Non AC Seater,18:00,06:00,12h 00m,3.2,755.0,27.0
Dharamshala (Himachal Pradesh) to Delhi,HRTC - 904,Himmani Deluxe 2+2 Non AC Seater,18:30,06:30,12h 00m,3.9,758.0,22.0
Delhi to Solan,HRTC - 525,Ordinary 3+2 Non AC Seater,16:50,01:30,08h 40m,4.1,409.0,27.0
Delhi to Solan,HRTC - 532,Ordinary 3+2 Non AC Seater,17:59,02:15,08h 16m,4.1,409.0,27.0
Delhi to Solan,HRTC - 538,Ordinary 3+2 Non AC Seater,18:31,04:15,09h 44m,4.1,404.0,37.0
Delhi to Solan,HRTC - 93,Himsuta AC Seater Volvo/Scania 2+2,19:35,03:45,08h 10m,4.8,721.0,29.0
Chandigarh to Reckong Peo (Himachal Pradesh),HRTC - 2080051,Himmani Deluxe 2+2 Non AC Seater,16:50,05:40,12h 50m,2.5,840.0,13.0
Chandigarh to Reckong Peo (Himachal Pradesh),HRTC - 1511,Himmani Deluxe 2+2 Non AC Seater,17:50,06:35,12h 45m,2.7,840.0,15.0
Chandigarh to Reckong Peo (Himachal Pradesh),HRTC - 1509,Ordinary 3+2 Non AC Seater,18:00,06:20,12h 20m,3.1,768.0,28.0
Chandigarh to Reckong Peo (Himachal Pradesh),HRTC - 1512,Ordinary 3+2 Non AC Seater,19:00,09:00,14h 00m,3.6,766.0,37.0
Manali to Shimla,HRTC - 710,Himmani Deluxe 2+2 Non AC Seater,18:20,04:30,10h 10m,3.6,641.0,27.0
Manali to Shimla,HRTC - 726,Ordinary 3+2 Non AC Seater,19:20,04:30,09h 10m,3.3,583.0,27.0
Manali to Shimla,HRTC - 155,Himsuta AC Seater Volvo/Scania 2+2,21:00,06:10,09h 10m,3.7,963.0,33.0
Manali to Shimla,HRTC - 718,Ordinary 3+2 Non AC Seater,21:30,04:30,07h 00m,3.2,583.0,39.0
Palampur to Delhi,HRTC - 953,Ordinary 3+2 Non AC Seater,14:30,05:20,14h 50m,3.8,758.0,29.0
Palampur to Delhi,HRTC - 1104,Ordinary 3+2 Non AC Seater,15:35,05:30,13h 55m,3.8,716.0,37.0
Palampur to Delhi,HRTC - 952,Ordinary 3+2 Non AC Seater,15:45,05:30,13h 45m,2.8,715.0,30.0
Palampur to Delhi,HRTC - 1158,Himsuta AC Seater Volvo/Scania 2+2,17:15,05:15,12h 00m,4.4,1299.0,22.0
Chandigarh to Kullu,HRTC - 2030250,Ordinary 3+2 Non AC Seater,16:30,21:30,05h 00m,3.9,458.0,35.0
Chandigarh to Kullu,HRTC - 514,Ordinary 3+2 Non AC Seater,17:40,03:15,09h 35m,3.9,469.0,37.0
Chandigarh to Kullu,HRTC - 516,Ordinary 3+2 Non AC Seater,18:10,01:00,06h 50m,3.9,462.0,25.0
Chandigarh to Kullu,HRTC - 1507,Ordinary 3+2 Non AC Seater,18:40,01:50,07h 10m,3.9,473.0,37.0
Kangra to Chandigarh,HRTC - 967,Ordinary 3+2 Non AC Seater,15:00,22:10,07h 10m,3.9,370.0,33.0
Kangra to Chandigarh,HRTC - 912,Ordinary 3+2 Non AC Seater,15:40,23:10,07h 30m,3.9,395.0,37.0
Kangra to Chandigarh,HRTC - 911,Ordinary 3+2 Non AC Seater,16:15,23:20,07h 05m,3.9,385.0,37.0
Kangra to Chandigarh,HRTC - 653,A/C Executive (2+3),17:05,22:50,05h 45m,3.9,437.0,40.0
Kullu to Chandigarh,HRTC - 725,Ordinary 3+2 Non AC Seater,15:30,22:30,07h 00m,3.9,480.0,37.0
Kullu to Chandigarh,HRTC - 724,Ordinary 3+2 Non AC Seater,16:00,23:55,07h 55m,3.9,479.0,37.0
Kullu to Chandigarh,HRTC - 707,A/C Executive (2+3),16:35,01:20,08h 45m,3.9,493.0,42.0
Kullu to Chandigarh,HRTC - 801,Ordinary 3+2 Non AC Seater,16:45,00:15,07h 30m,3.9,462.0,37.0
Delhi to Kangra,HRTC - 562,Ordinary 3+2 Non AC Seater,15:15,03:15,12h 00m,3.8,660.0,37.0
Delhi to Kangra,HRTC - 522,Ordinary 3+2 Non AC Seater,16:35,03:15,10h 40m,3.8,630.0,36.0
Delhi to Kangra,HRTC - 528,A/C Executive (2+3),17:31,05:10,11h 39m,4.3,770.0,44.0
Delhi to Kangra,HRTC - 593,Himmani Deluxe 2+2 Non AC Seater,18:20,04:30,10h 10m,3.5,688.0,27.0
Chamba (Himachal Pradesh) to Delhi,HRTC - 1002,Ordinary 3+2 Non AC Seater,15:00,08:30,17h 30m,2.6,862.0,35.0
Chamba (Himachal Pradesh) to Delhi,HRTC - 1024,A/C Executive (2+3),16:20,08:35,16h 15m,3.4,1007.0,31.0
Chamba (Himachal Pradesh) to Delhi,HRTC - 100,Himsuta AC Seater Volvo/Scania 2+2,17:40,09:00,15h 20m,4.0,1589.0,8.0
Palampur to Chandigarh,HRTC - 955,Ordinary 3+2 Non AC Seater,14:40,23:55,09h 15m,3.9,453.0,36.0
Palampur to Chandigarh,HRTC - 952,Ordinary 3+2 Non AC Seater,15:45,00:20,08h 35m,3.9,450.0,36.0
Palampur to Chandigarh,HRTC - 1109,Ordinary 3+2 Non AC Seater,16:30,00:20,07h 50m,3.9,476.0,37.0
Palampur to Chandigarh,HRTC - 1158,Himsuta AC Seater Volvo/Scania 2+2,17:15,00:05,06h 50m,4.3,796.0,22.0
Chandigarh to Shimla,HRTC - 63,Himsuta AC Seater Volvo/Scania 2+2,18:10,22:30,04h 20m,2.7,389.0,34.0
Chandigarh to Shimla,HRTC - 6707,Ordinary 3+2 Non AC Seater,18:30,23:00,04h 30m,3.9,240.0,37.0
Chandigarh to Shimla,HRTC - 1512,Ordinary 3+2 Non AC Seater,19:00,23:30,04h 30m,3.9,240.0,37.0
Chandigarh to Shimla,HRTC - 137,Ordinary 3+2 Non AC Seater,19:30,00:10,04h 40m,3.9,242.0,37.0
Chandigarh to Kangra,HRTC - 1137,Ordinary 3+2 Non AC Seater,14:25,20:15,05h 50m,3.9,365.0,37.0
Chandigarh to Kangra,HRTC - 127,Himsuta AC Seater Volvo/Scania 2+2,14:50,21:40,06h 50m,3.9,680.0,28.0
Chandigarh to Kangra,HRTC - 1526,Ordinary 3+2 Non AC Seater,15:30,21:00,05h 30m,3.9,365.0,27.0
Chandigarh to Kangra,HRTC - 1514,Ordinary 3+2 Non AC Seater,16:00,22:45,06h 45m,3.9,395.0,37.0
Chandigarh to Kangra,HRTC - 1533,Himsuta AC Seater Volvo/Scania 2+2,17:25,23:30,06h 05m,3.9,655.0,34.0
Delhi to Nalagarh,HRTC - 568,Ordinary 3+2 Non AC Seater,21:30,07:15,09h 45m,2.5,332.0,39.0
Delhi to Nalagarh,HRTC - 580,Ordinary 3+2 Non AC Seater,22:45,06:00,07h 15m,3.8,332.0,31.0
Delhi to Nalagarh,HRTC - 576,Himsuta AC Seater Volvo/Scania 2+2,23:20,06:00,06h 40m,4.1,632.0,15.0
Baddi (Himachal Pradesh) to Delhi,HRTC - 843,Ordinary 3+2 Non AC Seater,20:30,04:00,07h 30m,3.8,310.0,35.0
Kangra to Delhi,HRTC - 967,Ordinary 3+2 Non AC Seater,15:00,03:15,12h 15m,1.4,630.0,33.0
Kangra to Delhi,HRTC - 653,A/C Executive (2+3),17:05,05:30,12h 25m,2.4,770.0,44.0
Kangra to Delhi,HRTC - 1104,Ordinary 3+2 Non AC Seater,17:20,05:30,12h 10m,3.6,630.0,36.0
Kangra to Delhi,HRTC - 1158,Himsuta AC Seater Volvo/Scania 2+2,18:30,05:15,10h 45m,4.6,1158.0,32.0
Ghumarwin to Delhi,HRTC - 680,Ordinary 3+2 Non AC Seater,18:18,04:30,10h 12m,4.1,485.0,33.0
Ghumarwin to Delhi,HRTC - 763,Ordinary 3+2 Non AC Seater,19:40,04:00,08h 20m,4.7,463.0,35.0
Ghumarwin to Delhi,HRTC - 700,Himsuta AC Seater Volvo/Scania 2+2,20:00,04:30,08h 30m,4.4,912.0,8.0
Ghumarwin to Delhi,HRTC - 750,A/C Executive (2+3),20:30,06:00,09h 30m,2.7,600.0,37.0
Ghumarwin to Delhi,HRTC - 1107,Ordinary 3+2 Non AC Seater,20:30,04:15,07h 45m,2.2,463.0,27.0
Delhi to Sarkaghat,HRTC - 534,Ordinary 3+2 Non AC Seater,18:05,05:20,11h 15m,4.5,612.0,35.0
Delhi to Sarkaghat,HRTC - 541,Ordinary 3+2 Non AC Seater,19:14,04:10,08h 56m,4.8,575.0,37.0
Delhi to Sarkaghat,HRTC - 549,A/C Executive (2+3),19:25,06:45,11h 20m,3.4,701.0,44.0
Delhi to Sarkaghat,HRTC - 557,Ordinary 3+2 Non AC Seater,20:15,07:10,10h 55m,2.9,575.0,29.0
Delhi to Sarkaghat,HRTC - 597,Himsuta AC Seater Volvo/Scania 2+2,20:35,06:40,10h 05m,4.3,1078.0,31.0
Tezpur to Guwahati,Assam State Transport Corporation (ASTC) - 154930,Volvo AC Seater 2+2,15:45,20:00,04h 15m,3.5,298.0,19.0
Tezpur to Guwahati,Assam State Transport Corporation (ASTC) - 143958,Bharat Benz A/C Seater (2+2),16:15,20:30,04h 15m,3.9,298.0,24.0
Tezpur to Guwahati,Chartered Bus - ASTC,Volvo AC Seater Pushback 2+2,13:00,17:00,04h 00m,4.7,389.13,6.0
Tezpur to Guwahati,Chartered Bus - ASTC,Volvo AC Seater Pushback 2+2,14:30,18:30,04h 00m,4.2,432.06,25.0
Tezpur to Guwahati,Chartered Bus - ASTC,Volvo AC Seater Pushback 2+2,15:30,19:15,03h 45m,4.6,389.13,20.0
Guwahati to Tezpur,Orient Transline,A/C Seater (2+1),13:00,17:10,04h 10m,4.2,380.95,12.0
Guwahati to Tezpur,Mahi Travels(Under ASTC),A/C Seater (2+2),14:15,17:50,03h 35m,4.5,360.0,21.0
Guwahati to Tezpur,Mahalaxmi Travels,Tata A/C Seater (2+2),14:35,18:30,03h 55m,3.6,300.0,38.0
Guwahati to Tezpur,WARISPIYA TRAVELS,AC Seater (2+2),15:00,18:40,03h 40m,4.5,360.0,35.0
Guwahati to Tezpur,WARISPIYA TRAVELS,AC Seater (2+2),15:35,19:15,03h 40m,4.1,360.0,31.0
Nagaon (Assam) to Guwahati,Pranjit Travels (Under ASTC),A/C Seater (2+1),13:15,15:30,02h 15m,3.2,400.0,20.0
Nagaon (Assam) to Guwahati,Baikuntha Transport Service,Bharat Benz A/C Seater (2+1),14:00,17:00,03h 00m,3.0,400.0,22.0
Nagaon (Assam) to Guwahati,Chartered Bus - ASTC,Volvo AC Seater Pushback 2+2,14:30,17:00,02h 30m,4.7,377.79,6.0
Nagaon (Assam) to Guwahati,PANKAJ TRAVELS,AC Seater (2+2),14:50,17:50,03h 00m,3.3,285.0,10.0
Nagaon (Assam) to Guwahati,Chartered Bus - ASTC,Volvo AC Seater Pushback 2+2,16:00,18:30,02h 30m,5.0,324.04,26.0
Guwahati to Nagaon (Assam),Assam State Transport Corporation (ASTC) - 146079,Bharat Benz A/C Seater (2+2),15:00,18:00,03h 00m,3.8,191.0,32.0
Guwahati to Nagaon (Assam),Orient Transline,A/C Seater (2+1),13:00,15:45,02h 45m,4.2,333.33,9.0
Guwahati to Nagaon (Assam),Anindita Travels,NON A/C Seater (2+1),13:45,15:45,02h 00m,4.2,400.0,36.0
Guwahati to Nagaon (Assam),Mahi Travels(Under ASTC),A/C Seater (2+2),14:15,16:15,02h 00m,4.1,303.0,26.0
Guwahati to Nagaon (Assam),Mahalaxmi Travels,Tata A/C Seater (2+2),14:35,16:40,02h 05m,4.0,240.0,40.0
Goalpara to Guwahati,Balaji Tours And Travels,NON A/C Seater Push Back (2+2),13:00,17:00,04h 00m,2.3,162.0,41.0
Goalpara to Guwahati,Balaji Tours And Travels,NON A/C Seater (2+2),13:30,17:00,03h 30m,2.3,162.0,33.0
Goalpara to Guwahati,Balaji Tours And Travels,NON A/C Seater (2+2),14:15,17:15,03h 00m,2.3,162.0,33.0
Dhubri to Guwahati,Yatra,Non AC Seater (2+2),20:15,03:30,07h 15m,2.6,350.0,40.0
Dhubri to Guwahati,Yatra,Non AC Seater (2+2),13:15,20:30,07h 15m,2.4,300.0,41.0
North Lakhimpur to Sibsagar,Assam State Transport Corporation (ASTC) - 173044,Non AC Seater (2+2),13:00,16:30,03h 30m,3.0,220.0,2.0
North Lakhimpur to Jorhat,Priyanka,NON A/C Seater (2+1),17:30,05:05,11h 35m,3.7,600.0,15.0
Jorhat to Dibrugarh,Chartered Bus - ASTC,Volvo AC Seater Pushback 2+2,13:30,17:15,03h 45m,4.6,594.48,15.0
Jorhat to Dibrugarh,SHIVAM TRAVELS,Bharat Benz A/C Seater (2+1),13:30,17:00,03h 30m,3.9,550.0,6.0
Sibsagar to North Lakhimpur,Sylvan DEE Transport,Non AC Seater (2+1),17:30,06:00,12h 30m,3.2,640.0,6.0
Tezpur to Dibrugarh,Aniruddha Travels,NON A/C Seater/ Sleeper (2+1),19:30,04:00,08h 30m,3.8,550.0,11.0
Tezpur to Dibrugarh,Puja Transport,NON AC Seater / Sleeper 2+1,20:00,04:30,08h 30m,3.4,550.0,21.0
Tezpur to Dibrugarh,SANJEEBANI TRAVELS,Non A/C Seater / Sleeper (2+1),21:30,04:00,06h 30m,3.4,500.0,11.0
Tezpur to Dibrugarh,J.S. Travels,Non AC Seater (2+1),21:00,04:00,07h 00m,2.3,550.0,26.0
Tezpur to Dibrugarh,Puja Transport,Non AC Seater (2+2),20:00,05:00,09h 00m,2.4,550.0,19.0
Haflong to Guwahati,Deep Travels,Non AC Seater (2+1),17:45,04:30,10h 45m,4.1,600.0,21.0
Haflong to Guwahati,NETWORK TRAVELS,NON A/C Seater (2+1),18:00,04:00,10h 00m,4.2,600.0,6.0
North Lakhimpur to Dibrugarh,Air Bus Travels,NON AC Seater / Sleeper 2+1,21:00,03:00,06h 00m,3.7,400.0,31.0
Jorhat to Tinsukia,Chartered Bus - ASTC,Volvo AC Seater Pushback 2+2,13:30,18:30,05h 00m,4.6,626.24,16.0
Dibrugarh to Tezpur,Puja Transport,NON AC Seater / Sleeper 2+1,20:00,05:00,09h 00m,3.6,550.0,14.0
Dibrugarh to Tezpur,Aniruddha Travels,NON A/C Seater/ Sleeper (2+1),19:45,04:00,08h 15m,3.2,550.0,26.0
Dibrugarh to Tezpur,Puja Transport,Non AC Seater (2+2),19:15,04:00,08h 45m,3.1,550.0,31.0
Dibrugarh to Tezpur,PIHU TRANSPORT,Bharat Benz NON A/C Seater / Sleeper (2+1),19:50,04:30,08h 40m,3.0,470.0,38.0
Guwahati to Biswanath Charali,Orient Transline,A/C Seater (2+1),13:00,19:10,06h 10m,3.5,476.19,12.0
Guwahati to Biswanath Charali,Mahi Travels(Under ASTC),A/C Seater (2+2),14:15,19:30,05h 15m,3.9,445.0,22.0
Guwahati to Biswanath Charali,Mahalaxmi Travels,Tata A/C Seater (2+2),14:35,20:00,05h 25m,4.8,410.0,40.0
Guwahati to Biswanath Charali,Yatra Travels,NON A/C Seater (2+1),18:00,01:30,07h 30m,3.4,450.0,18.0
Guwahati to Biswanath Charali,KIRAN TRAVELS,Non AC Seater (2+1),19:15,02:00,06h 45m,3.4,405.0,37.0
Guwahati to Haflong,NETWORK TRAVELS,NON A/C Seater (2+1),18:30,07:00,12h 30m,4.5,600.0,18.0
Guwahati to Haflong,Deep Travels,Non AC Seater (2+1),19:30,06:30,11h 00m,3.6,600.0,31.0
Dibrugarh to North Lakhimpur,PANKAJ TRAVELS,NON A/C Hi-Tech Push Back (2+2),13:00,17:10,04h 10m,3.3,240.0,37.0
Dibrugarh to North Lakhimpur,Maa Jagadamba,A/C Seater Push Back (2+2),16:15,19:30,03h 15m,2.5,260.0,39.0
Dibrugarh to North Lakhimpur,Maa Jagadamba,NON A/C Seater (2+3),16:20,19:30,03h 10m,2.5,250.0,39.0
Nagaon (Assam) to Haflong,Deep Travels,Non AC Seater (2+1),23:55,06:30,06h 35m,1.9,500.0,31.0
Tezpur to Moran,PIHU TRANSPORT,Bharat Benz NON A/C Seater / Sleeper (2+1),19:45,03:00,07h 15m,2.1,520.0,50.0
Tezpur to Moran,Neha Travels,NON A/C Seater (2+2),22:10,03:30,05h 20m,1.9,650.0,35.0
Tezpur to Moran,Neha Travels,Non AC Seater (2+1),22:40,06:00,07h 20m,1.9,650.0,35.0
Dibrugarh to Jorhat,Ankur Travels (Under ASTC),NON A/C Push Back (2+2),14:45,19:30,04h 45m,3.1,250.0,37.0
Dibrugarh to Jorhat,Basudev Transline,A/C Seater (2+2),15:15,19:40,04h 25m,3.4,299.0,28.0
Dibrugarh to Jorhat,Trishul Transport Service,A/C Seater / Sleeper (2+1),19:15,22:55,03h 40m,3.7,495.0,37.0
Dibrugarh to Jorhat,Baikuntha Transport Service,Bharat Benz A/C Seater /Sleeper (2+1),19:30,23:15,03h 45m,3.2,400.0,38.0
Dibrugarh to Jorhat,Purple Wings Coaches,A/C Seater / Sleeper (2+1),19:55,00:15,04h 20m,3.6,525.0,36.0
Guwahati to Silchar,Assam State Transport Corporation (ASTC) - 146022,NON A/C Seater Push Back (2+1),17:45,05:30,11h 45m,3.8,547.0,28.0
Guwahati to Silchar,Bholanath Travels,NON AC Seater / Sleeper 2+1,19:00,05:00,10h 00m,1.0,618.0,26.0
Guwahati to Silchar,NETWORK TRAVELS,NON A/C Seater Push Back (2+1),18:30,05:00,10h 30m,2.3,650.0,30.0
Guwahati to Silchar,SEEMA TRAVELS,Non AC Seater (2+1),19:00,05:30,10h 30m,1.0,650.0,30.0
Guwahati to Silchar,AR Travels,Non AC Seater (2+2),19:30,05:40,10h 10m,1.0,650.0,40.0
North Lakhimpur to Tezpur,DESTINY TRAVELS,NON A/C Seater (2+1),20:20,23:45,27h 25m,2.0,428.0,27.0
Biswanath Charali to Guwahati,BLUE HILL TRAVELS INDIA LIMITED,NON A/C Seater Semi Sleeper (2+1),21:30,03:45,06h 15m,4.1,550.0,24.0
Biswanath Charali to Guwahati,Pranjit Travels (Under ASTC),NON A/C Seater (2+1),23:45,06:30,06h 45m,3.2,500.0,17.0
Biswanath Charali to Guwahati,BLUE HILL TRAVELS INDIA LIMITED,NON A/C Seater Semi Sleeper (2+1),20:00,03:30,07h 30m,1.7,450.0,24.0
Tinsukia to Jorhat,Purple Wings Coaches,A/C Seater / Sleeper (2+1),18:30,00:15,05h 45m,3.7,567.0,26.0
Tinsukia to Jorhat,NETWORK TRAVELS,NON A/C Seater Push Back (2+1),19:00,00:30,05h 30m,4.6,300.0,28.0
Tinsukia to Jorhat,Maa Laxmi,NON A/C Seater Push Back (2+1),16:00,21:30,05h 30m,2.1,400.0,31.0
Moran to Tezpur,Aniruddha Travels,NON A/C Seater/ Sleeper (2+1),20:45,04:00,07h 15m,2.7,550.0,26.0
Moran to Tezpur,PIHU TRANSPORT,Bharat Benz NON A/C Seater / Sleeper (2+1),20:45,04:30,07h 45m,2.6,520.0,38.0
Moran to Tezpur,Maa Laxmi,NON A/C Seater Push Back (2+1),18:30,01:00,06h 30m,2.9,500.0,32.0
Moran to Tezpur,Neha Travels,NON A/C Seater (2+2),18:00,03:15,09h 15m,2.3,650.0,35.0
Dibrugarh to Biswanath Charali,Air Bus Travels,NON AC Seater / Sleeper 2+1,19:40,05:00,09h 20m,3.7,500.0,33.0
Gohpur to Guwahati,Maharathi Travels(UNDER ASTC),NON A/C Seater (2+1),22:10,05:30,07h 20m,4.2,400.0,20.0
Gohpur to Guwahati,KIRAN TRAVELS,A/C Seater (2+1),22:50,07:30,08h 40m,4.3,540.0,13.0
Gohpur to Guwahati,Yatra Travels,NON AC Seater/ Sleeper (2+1),22:20,06:00,07h 40m,4.4,450.0,26.0
Gohpur to Guwahati,Pranjit Travels (Under ASTC),A/C Seater / Sleeper (2+1),23:05,06:00,06h 55m,4.4,620.0,28.0
Gohpur to Guwahati,Deep Travels,NON AC Seater / Sleeper 2+1,22:20,05:00,06h 40m,3.9,499.0,16.0
Tinsukia to Tezpur,Aniruddha Travels,NON A/C Seater/ Sleeper (2+1),18:15,04:00,09h 45m,3.5,550.0,26.0
Tinsukia to Tezpur,Puja Transport,NON AC Seater / Sleeper 2+1,18:30,05:00,10h 30m,3.4,600.0,13.0
Tinsukia to Tezpur,Puja Transport,Non AC Seater (2+2),17:30,04:00,10h 30m,3.1,600.0,31.0
Tinsukia to Tezpur,PIHU TRANSPORT,Bharat Benz NON A/C Seater / Sleeper (2+1),18:00,04:30,10h 30m,2.0,500.0,38.0
Silchar to Guwahati,Deep Travels,NON AC Seater / Sleeper 2+1,17:00,06:30,13h 30m,3.0,650.0,41.0
Silchar to Guwahati,Jagannath Travels and Tours Pvt. Ltd.,NON A/C Seater Push Back (2+1),18:30,05:05,10h 35m,2.0,650.0,32.0
Silchar to Guwahati,JAYSIKA,NON A/C Seater (2+1),16:30,04:30,12h 00m,2.4,650.0,35.0
Bokakhat to Dibrugarh,Aniruddha Travels,NON A/C Seater/ Sleeper (2+1),23:15,04:00,04h 45m,3.1,550.0,12.0
Bokakhat to Dibrugarh,PIHU TRANSPORT,Bharat Benz NON A/C Seater / Sleeper (2+1),23:30,04:00,04h 30m,2.7,500.0,50.0
Tezpur to North Lakhimpur,DESTINY TRAVELS,NON A/C Seater (2+1),23:30,03:45,04h 15m,2.0,437.0,2.0
