Route,Bus Name,Bus Type,Departing Time,Reaching Time,Duration,Star Rating,Price,Seats Availability
Vijayawada to Visakhapatnam,Zingbus Plus,A/C Sleeper (2+1),23:45,06:20,06h 35m,4.6,842.0,26.0
Vijayawada to Visakhapatnam,NueGo,Electric A/C Seater/Sleeper (2+1),20:00,03:45,07h 45m,4.5,427.0,19.0
Vijayawada to Visakhapatnam,IntrCity SmartBus,AC Sleeper (2+1),22:40,05:55,07h 15m,4.4,763.0,21.0
Vijayawada to Visakhapatnam,Svkdt travels,A/C Seater / Sleeper (2+1),23:30,06:55,07h 25m,4.4,650.0,13.0
Vijayawada to Visakhapatnam,Svkdt travels,A/C Seater / Sleeper (2+1),20:45,04:30,07h 45m,4.3,600.0,10.0
Vijayawada to Visakhapatnam,Svkdt travels,A/C Seater / Sleeper (2+1),22:30,05:55,07h 25m,4.2,600.0,28.0
Vijayawada to Visakhapatnam,NueGo,Electric A/C Seater/Sleeper (2+1),21:00,04:45,07h 45m,4.2,522.0,13.0
Vijayawada to Visakhapatnam,Yolo Bus,A/C Sleeper (2+1),22:20,06:33,08h 13m,4.6,590.0,21.0
Vijayawada to Visakhapatnam,Sri KVR Travels,Non A/C Seater / Sleeper (2+1),21:35,06:00,08h 25m,4.2,590.0,24.0
Vijayawada to Visakhapatnam,Svkdt travels,A/C Sleeper (2+1),21:25,05:15,07h 50m,4.1,870.0,13.0
Vijayawada to Visakhapatnam,Zingbus Plus,Bharat Benz A/C Sleeper (2+1),23:05,07:00,07h 55m,4.1,699.0,23.0
Vijayawada to Visakhapatnam,Sai Balaji Travels,Non A/C Seater / Sleeper (2+1),23:10,05:30,06h 20m,4.2,520.0,21.0
Vijayawada to Visakhapatnam,Prathap Travels,Non A/C Seater / Sleeper (2+1),21:00,04:40,07h 40m,4.2,509.0,5.0
Rajahmundry to Vijayawada,APSRTC - 4277,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",13:30,17:30,04h 00m,3.7,261.0,28.0
Rajahmundry to Vijayawada,APSRTC - 4059,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",13:55,17:15,03h 20m,3.7,261.0,33.0
Rajahmundry to Vijayawada,APSRTC - 23965,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",14:00,17:15,03h 15m,4.1,263.0,33.0
Rajahmundry to Vijayawada,APSRTC - 4281,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",14:30,18:30,04h 00m,3.7,261.0,34.0
Rajahmundry to Vijayawada,APSRTC - 3841,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",14:40,17:55,03h 15m,4.6,287.0,32.0
Rajahmundry to Vijayawada,APSRTC - 23967,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",15:00,18:15,03h 15m,3.1,263.0,32.0
Rajahmundry to Vijayawada,APSRTC - 2637,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),15:45,19:30,03h 45m,3.5,399.0,14.0
Rajahmundry to Vijayawada,APSRTC - 3487,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",15:45,19:45,04h 00m,2.8,261.0,33.0
Rajahmundry to Vijayawada,APSRTC - 23969,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",16:00,19:30,03h 30m,4.1,260.0,33.0
Rajahmundry to Vijayawada,APSRTC - 3493,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",16:40,20:30,03h 50m,3.0,261.0,33.0
Rajahmundry to Vijayawada,APSRTC - 4496,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",16:50,20:10,03h 20m,3.5,261.0,33.0
Rajahmundry to Vijayawada,APSRTC - 3477,INDRA(A.C. Seater),17:05,20:30,03h 25m,3.7,316.0,28.0
Rajahmundry to Vijayawada,APSRTC - 35152,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",17:45,20:54,03h 09m,1.8,261.0,34.0
Rajahmundry to Vijayawada,APSRTC - 3454,INDRA(A.C. Seater),17:45,22:15,04h 30m,2.7,318.0,35.0
Rajahmundry to Vijayawada,APSRTC - 2755,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",18:30,22:30,04h 00m,3.4,260.0,26.0
Rajahmundry to Vijayawada,APSRTC - 3419,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",19:00,23:30,04h 30m,3.7,263.0,33.0
Rajahmundry to Vijayawada,APSRTC - 24861,"ULTRA DELUXE (NON-AC, 2+2 PUSH BACK)",19:00,22:45,03h 45m,3.7,248.0,37.0
Rajahmundry to Vijayawada,APSRTC - 9371,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),19:00,22:00,03h 00m,4.0,401.0,36.0
Rajahmundry to Vijayawada,APSRTC - 5785,"ULTRA DELUXE (NON-AC, 2+2 PUSH BACK)",19:00,23:30,04h 30m,4.4,252.0,37.0
Rajahmundry to Vijayawada,APSRTC - 9461,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",19:15,22:50,03h 35m,3.7,261.0,34.0
Rajahmundry to Vijayawada,APSRTC - 2887,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",19:30,23:55,04h 25m,3.7,260.0,33.0
Rajahmundry to Vijayawada,APSRTC - 6374,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",19:55,23:55,04h 00m,3.7,263.0,33.0
Rajahmundry to Vijayawada,APSRTC - 23971,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",20:00,23:30,03h 30m,3.7,260.0,33.0
Rajahmundry to Vijayawada,APSRTC - 3479,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",20:00,00:20,04h 20m,3.7,263.0,33.0
Rajahmundry to Vijayawada,APSRTC - 2621,INDRA(A.C. Seater),20:15,00:30,04h 15m,4.4,316.0,37.0
Rajahmundry to Vijayawada,APSRTC - 2809,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",20:30,00:20,03h 50m,3.7,260.0,33.0
Rajahmundry to Vijayawada,APSRTC - 3456,INDRA(A.C. Seater),20:30,00:30,04h 00m,3.7,318.0,37.0
Rajahmundry to Vijayawada,APSRTC - 9478,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",20:45,00:04,03h 19m,3.7,261.0,33.0
Rajahmundry to Vijayawada,APSRTC - 3375,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",20:45,00:30,03h 45m,3.7,263.0,33.0
Rajahmundry to Vijayawada,APSRTC - 23973,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:00,00:30,03h 30m,4.2,260.0,33.0
Rajahmundry to Vijayawada,APSRTC - 47745,INDRA(A.C. Seater),21:00,01:00,04h 00m,3.7,318.0,35.0
Rajahmundry to Vijayawada,APSRTC - 3355,NIGHT RIDER (SEATER CUM SLEEPER),21:30,00:30,03h 00m,3.7,359.0,36.0
Rajahmundry to Vijayawada,APSRTC - 3458,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:45,02:15,04h 30m,3.7,263.0,33.0
Rajahmundry to Vijayawada,APSRTC - 23975,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:00,01:30,03h 30m,4.5,260.0,33.0
Rajahmundry to Vijayawada,APSRTC - 9459,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:00,01:15,03h 15m,3.7,263.0,34.0
Rajahmundry to Vijayawada,APSRTC - 3499,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:15,01:45,03h 30m,3.7,260.0,34.0
Rajahmundry to Vijayawada,APSRTC - 3365,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:40,02:25,03h 45m,3.7,263.0,33.0
Rajahmundry to Vijayawada,APSRTC - 3383,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:45,03:15,04h 30m,3.7,263.0,33.0
Rajahmundry to Vijayawada,APSRTC - 4376,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:50,02:10,03h 20m,3.7,261.0,33.0
Rajahmundry to Vijayawada,APSRTC - 2803,"ULTRA DELUXE (NON-AC, 2+2 PUSH BACK)",23:00,02:40,03h 40m,3.1,248.0,24.0
Rajahmundry to Vijayawada,APSRTC - 9367,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",23:00,01:34,02h 34m,3.6,261.0,34.0
Rajahmundry to Vijayawada,APSRTC - 9201,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",23:15,03:30,04h 15m,3.7,263.0,33.0
Rajahmundry to Vijayawada,APSRTC - 5205,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",23:15,02:30,03h 15m,3.7,263.0,33.0
Rajahmundry to Vijayawada,APSRTC - 3357,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",23:40,03:25,03h 45m,3.7,263.0,33.0
Rajahmundry to Vijayawada,APSRTC - 4596,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",23:40,03:15,03h 35m,3.7,263.0,33.0
Rajahmundry to Vijayawada,APSRTC - 46391,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",23:50,03:45,03h 55m,3.7,263.0,33.0
Rajahmundry to Vijayawada,APSRTC - 4378,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",23:55,02:54,02h 59m,3.7,261.0,33.0
Rajahmundry to Vijayawada,APSRTC - 3359,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),23:55,03:30,03h 35m,3.5,404.0,33.0
Rajahmundry to Vijayawada,TSRTC - 2043,GARUDA PLUS (VOLVO / BENZ A.C Multi Axle),22:00,01:00,03h 00m,3.2,1100.0,36.0
Rajahmundry to Vijayawada,TSRTC - 9699,Lahari A/C sleeper,23:30,02:30,03h 00m,4.1,1400.0,29.0
Rajahmundry to Vijayawada,NueGo,Electric A/C Seater (2+2),17:45,21:15,03h 30m,3.1,237.0,25.0
Rajahmundry to Vijayawada,Svkdt travels,A/C Sleeper (2+1),18:25,22:45,04h 20m,4.2,500.0,4.0
Rajahmundry to Vijayawada,NueGo,Electric A/C Seater/Sleeper (2+1),19:45,23:20,03h 35m,3.2,320.0,19.0
Rajahmundry to Vijayawada,NueGo,Electric A/C Seater (2+2),15:30,19:00,03h 30m,1.3,237.0,6.0
Rajahmundry to Vijayawada,Shyamoli Paribahan Pvt Ltd,Volvo 9600 A/C Seater/Sleeper (2+1),15:30,19:30,04h 00m,4.7,980.0,7.0
Rajahmundry to Vijayawada,Shyamoli Paribahan Pvt Ltd,Volvo 9600 Multi-Axle A/C Sleeper (2+1),16:45,20:45,04h 00m,4.7,2405.0,6.0
Rajahmundry to Vijayawada,Jagan Travels,A/C Sleeper (2+1),16:45,21:00,04h 15m,4.1,1278.0,13.0
Rajahmundry to Vijayawada,Abhishek Bus,A/C Sleeper (2+1),17:00,19:50,02h 50m,3.3,3000.0,35.0
Rajahmundry to Vijayawada,Shyamoli Paribahan Pvt Ltd,Volvo 9600 Multi-Axle A/C Sleeper (2+1),18:00,21:15,03h 15m,4.7,2759.0,6.0
Rajahmundry to Vijayawada,Rajesh Transports,Volvo 9600 Multi-Axle A/C Sleeper (2+1),18:15,21:35,03h 20m,4.3,2800.0,11.0
Rajahmundry to Vijayawada,Shree Manikanta Travels,Volvo 9600 Multi-Axle A/C Sleeper (2+1),18:20,21:05,02h 45m,4.0,2759.0,5.0
Rajahmundry to Vijayawada,VRL Travels,Volvo A/C B11R Multi Axle Semi Sleeper (2+2),18:45,22:30,03h 45m,3.4,1600.0,46.0
Rajahmundry to Vijayawada,SVD Vedansh Travels,A/C Sleeper (2+1),19:00,22:20,03h 20m,3.6,2399.0,20.0
Rajahmundry to Vijayawada,V Kaveri Travels,VE A/C Sleeper (2+1),19:25,23:30,04h 05m,3.6,2490.0,23.0
Rajahmundry to Vijayawada,Jagan Travels,A/C Sleeper (2+1),20:15,23:30,03h 15m,4.1,2600.0,15.0
Hyderabad to Kurnool,APSRTC - 51503,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",13:30,18:00,04h 30m,1.5,344.0,33.0
Hyderabad to Kurnool,APSRTC - 51619,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",13:45,17:58,04h 13m,3.4,344.0,33.0
Hyderabad to Kurnool,APSRTC - 5656,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",14:00,20:45,06h 45m,4.5,376.0,25.0
Hyderabad to Kurnool,APSRTC - 51065,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",14:15,19:15,05h 00m,4.1,344.0,32.0
Hyderabad to Kurnool,APSRTC - 51353,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",14:45,18:45,04h 00m,3.5,344.0,33.0
Hyderabad to Kurnool,APSRTC - 51451,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",15:30,20:00,04h 30m,3.5,344.0,33.0
Hyderabad to Kurnool,APSRTC - 9236,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",16:00,22:45,06h 45m,3.7,376.0,28.0
Hyderabad to Kurnool,APSRTC - 5355,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",16:45,20:45,04h 00m,3.7,344.0,34.0
Hyderabad to Kurnool,APSRTC - 51051,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",16:45,21:30,04h 45m,2.8,344.0,33.0
Hyderabad to Kurnool,APSRTC - 9295,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",17:15,21:30,04h 15m,2.9,344.0,33.0
Hyderabad to Kurnool,APSRTC - 5652,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",17:15,23:59,06h 44m,2.8,376.0,33.0
Hyderabad to Kurnool,APSRTC - 5664,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",17:45,22:15,04h 30m,4.3,344.0,33.0
Hyderabad to Kurnool,APSRTC - 6138,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",17:45,00:20,06h 35m,3.5,396.0,33.0
Hyderabad to Kurnool,APSRTC - 6175,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",18:30,23:00,04h 30m,4.5,344.0,33.0
Hyderabad to Kurnool,APSRTC - 47144,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),18:30,23:55,05h 25m,2.5,465.0,44.0
Hyderabad to Kurnool,APSRTC - 5682,INDRA(A.C. Seater),18:45,23:00,04h 15m,3.7,416.0,35.0
Hyderabad to Kurnool,APSRTC - 5421,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",19:00,23:30,04h 30m,4.7,344.0,33.0
Hyderabad to Kurnool,APSRTC - 5443,VENNELA (A.C. SLEEPER),19:00,00:45,05h 45m,3.8,676.0,17.0
Hyderabad to Kurnool,APSRTC - 5419,VENNELA (A.C. SLEEPER),19:30,01:15,05h 45m,3.0,676.0,23.0
Hyderabad to Kurnool,APSRTC - 51027,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",19:30,02:00,06h 30m,2.9,376.0,34.0
Hyderabad to Kurnool,APSRTC - 6471,"ULTRA DELUXE (NON-AC, 2+2 PUSH BACK)",20:00,02:00,06h 00m,3.5,360.0,31.0
Hyderabad to Kurnool,APSRTC - 6485,STAR LINER(NON-AC SLEEPER 2+1),20:00,02:00,06h 00m,3.0,488.0,25.0
Hyderabad to Kurnool,APSRTC - 6604,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",20:00,02:15,06h 15m,4.3,376.0,33.0
Hyderabad to Kurnool,APSRTC - 6476,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",20:20,02:50,06h 30m,3.7,376.0,32.0
Hyderabad to Kurnool,APSRTC - 51306,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",20:30,02:45,06h 15m,4.3,376.0,33.0
Hyderabad to Kurnool,APSRTC - 5658,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",20:45,01:15,04h 30m,3.7,344.0,33.0
Hyderabad to Kurnool,APSRTC - 51007,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",20:45,03:00,06h 15m,2.6,376.0,29.0
Hyderabad to Kurnool,APSRTC - 6531,Express(Non AC Seater),21:00,02:00,05h 00m,2.4,265.0,47.0
Hyderabad to Kurnool,APSRTC - 53549,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:00,01:15,04h 15m,3.7,344.0,27.0
Hyderabad to Kurnool,APSRTC - 6833,INDRA(A.C. Seater),21:30,03:20,05h 50m,4.1,455.0,34.0
Hyderabad to Kurnool,APSRTC - 66441,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:30,03:30,06h 00m,3.9,376.0,28.0
Hyderabad to Kurnool,APSRTC - 6423,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:45,04:15,06h 30m,3.5,376.0,21.0
Hyderabad to Kurnool,APSRTC - 6418,INDRA(A.C. Seater),22:00,03:00,05h 00m,3.3,455.0,25.0
Hyderabad to Kurnool,APSRTC - 51603,INDRA(A.C. Seater),22:30,02:30,04h 00m,3.7,416.0,37.0
Hyderabad to Kurnool,APSRTC - 6432,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:45,03:00,04h 15m,3.8,344.0,31.0
Hyderabad to Kurnool,APSRTC - 6538,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:45,03:25,04h 40m,3.7,344.0,34.0
Hyderabad to Kurnool,APSRTC - 51356,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",23:00,03:00,04h 00m,1.8,344.0,34.0
Hyderabad to Kurnool,APSRTC - 6469,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",23:15,03:30,04h 15m,3.1,344.0,16.0
Hyderabad to Kurnool,APSRTC - 6621,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",23:30,04:00,04h 30m,4.0,344.0,34.0
Hyderabad to Kurnool,APSRTC - 6567,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",23:45,03:55,04h 10m,4.4,344.0,30.0
Hyderabad to Kurnool,APSRTC - 51130,INDRA(A.C. Seater),23:45,03:28,03h 43m,3.9,416.0,35.0
Hyderabad to Kurnool,APSRTC - 51059,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",23:50,04:30,04h 40m,4.4,344.0,32.0
Hyderabad to Kurnool,APSRTC - 6421,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",23:55,04:10,04h 15m,3.6,344.0,33.0
Hyderabad to Kurnool,TSRTC - 2085,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",12:50,20:00,07h 10m,3.8,1372.0,7.0
Hyderabad to Kurnool,TSRTC - 1397,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",14:00,18:20,04h 20m,1.7,348.0,30.0
Hyderabad to Kurnool,TSRTC - 84185,RAJADHANI AC (CONVERTED METRO LUXURY),14:30,18:45,04h 15m,3.8,422.0,30.0
Hyderabad to Kurnool,TSRTC - 1711,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",15:00,20:30,05h 30m,3.8,279.0,19.0
Hyderabad to Kurnool,TSRTC - 1001,LAHARI A/C SLEEPER CUM SEATER,15:15,20:55,05h 40m,2.5,397.0,20.0
Hyderabad to Kurnool,TSRTC - 1956,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",16:35,00:15,07h 40m,2.8,317.0,8.0
Hyderabad to Kurnool,TSRTC - 1037,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",16:45,22:15,05h 30m,3.8,315.0,25.0
Hyderabad to Kurnool,TSRTC - 8207,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",17:00,22:00,05h 00m,3.2,279.0,30.0
Hyderabad to Kurnool,TSRTC - 7649,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",17:00,23:15,06h 15m,3.8,279.0,9.0
Hyderabad to Kurnool,TSRTC - 1294,Lahari A/C sleeper,17:15,22:45,05h 30m,3.4,1195.0,25.0
Hyderabad to Kurnool,TSRTC - 8261,RAJDHANI (A.C. Semi Sleeper),17:45,22:00,04h 15m,3.8,296.0,15.0
Hyderabad to Kurnool,TSRTC - 7694,LAHARI A/C SLEEPER CUM SEATER,17:50,00:15,06h 25m,3.7,296.0,23.0
Hyderabad to Kurnool,TSRTC - 1013,LAHARI A/C SLEEPER CUM SEATER,18:00,01:20,07h 20m,3.3,298.0,36.0
Hyderabad to Kurnool,TSRTC - 8665,LAHARI A/C SLEEPER CUM SEATER,18:20,23:55,05h 35m,4.6,550.0,32.0
Hyderabad to Kurnool,TSRTC - 6817,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",18:30,23:20,04h 50m,3.8,317.0,30.0
Hyderabad to Kurnool,TSRTC - 1082,Lahari A/C sleeper,18:30,23:59,05h 29m,2.4,430.0,27.0
Hyderabad to Kurnool,TSRTC - 9550,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",18:30,01:25,06h 55m,3.8,348.0,29.0
Hyderabad to Kurnool,TSRTC - 9443,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",18:45,00:30,05h 45m,1.9,279.0,28.0
Hyderabad to Kurnool,TSRTC - 9681,Lahari A/C sleeper,19:15,01:15,06h 00m,4.1,430.0,21.0
Hyderabad to Kurnool,TSRTC - 1962,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",19:25,02:30,07h 05m,3.8,279.0,4.0
Hyderabad to Kurnool,TSRTC - 7660,LAHARI A/C SLEEPER CUM SEATER,19:35,01:30,05h 55m,1.8,1200.0,34.0
Hyderabad to Kurnool,TSRTC - 1740,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",19:50,01:20,05h 30m,3.8,279.0,27.0
Hyderabad to Kurnool,TSRTC - 9571,Lahari A/C sleeper,19:55,01:55,06h 00m,3.0,430.0,28.0
Hyderabad to Kurnool,TSRTC - 1498,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",20:00,00:55,04h 55m,3.8,1372.0,28.0
Hyderabad to Kurnool,TSRTC - 7808,LAHARI A/C SLEEPER CUM SEATER,20:25,01:30,05h 05m,3.8,794.0,29.0
Hyderabad to Kurnool,TSRTC - 1750,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",20:30,02:05,05h 35m,4.6,279.0,30.0
Hyderabad to Kurnool,TSRTC - 7810,LAHARI A/C SLEEPER CUM SEATER,20:55,01:45,04h 50m,3.8,347.0,26.0
Hyderabad to Kurnool,TSRTC - 9683,Lahari Non A/C Sleeper Cum Seater,21:10,03:05,05h 55m,3.2,700.0,35.0
Hyderabad to Kurnool,TSRTC - 1621,Lahari Non A/C Sleeper Cum Seater,21:15,03:20,06h 05m,3.9,279.0,37.0
Hyderabad to Kurnool,TSRTC - 1730,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:30,03:20,05h 50m,4.0,348.0,31.0
Hyderabad to Kurnool,TSRTC - 7290,LAHARI A/C SLEEPER CUM SEATER,21:40,02:30,04h 50m,3.8,814.0,33.0
Hyderabad to Kurnool,TSRTC - 9685,Lahari Non A/C Sleeper Cum Seater,21:40,03:20,05h 40m,3.9,279.0,37.0
Hyderabad to Kurnool,TSRTC - 1924,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:30,02:45,04h 15m,4.6,348.0,32.0
Hyderabad to Kurnool,KSM Roadways,Bharat Benz A/C Sleeper (2+1),22:00,01:00,03h 00m,4.7,1299.0,23.0
Hyderabad to Kurnool,Kaleswari Travels,Non A/C Seater / Sleeper (2+1),22:00,02:00,04h 00m,2.5,750.0,16.0
Hyderabad to Kurnool,BigBus,Volvo 9600 Multi-Axle A/C Sleeper (2+1),15:00,17:30,02h 30m,3.7,900.0,18.0
Hyderabad to Kurnool,YAS TOURS AND TRAVELS,Volvo Multi Axle A/C Sleeper I-Shift B11R (2+1),16:15,19:30,03h 15m,3.2,800.0,24.0
Hyderabad to Kurnool,YAS TOURS AND TRAVELS,Volvo A/C B11R Multi Axle Semi Sleeper (2+2),16:30,19:45,03h 15m,3.4,600.0,21.0
Hyderabad to Kurnool,JBT TRAVELS,A/C Sleeper (2+1),16:30,22:45,06h 15m,3.4,899.0,13.0
Hyderabad to Kurnool,Moksha Travels,A/C Sleeper (2+1),17:00,23:45,06h 45m,4.1,950.0,11.0
Hyderabad to Kurnool,Yolo Bus,Bharat Benz A/C Seater /Sleeper (2+1),17:02,23:34,06h 32m,4.6,400.0,19.0
Hyderabad to Kurnool,Jagan Travels,Mercedes Benz Multi-Axle A/C Sleeper (2+1),17:20,23:00,05h 40m,4.2,714.0,16.0
Hyderabad to Kurnool,Sri Krishna Travels,Non A/C Seater / Sleeper (2+1),17:45,00:30,06h 45m,3.5,1300.0,8.0
Hyderabad to Kurnool,Sri Krishna Travels,A/C Sleeper (2+1),17:45,23:59,06h 14m,3.5,1200.0,17.0
Hyderabad to Kurnool,Sri Vaari Travels,A/C Sleeper (2+1),17:45,22:00,04h 15m,4.2,1500.0,13.0
Hyderabad to Kurnool,Yolo Bus,Bharat Benz A/C Sleeper (2+1),17:50,23:45,05h 55m,4.4,1230.0,17.0
Hyderabad to Kurnool,JBT TRAVELS,A/C Sleeper (2+1),18:15,22:45,04h 30m,3.5,1199.0,14.0
Hyderabad to Kurnool,Mythri Tours And Travels,A/C Sleeper (2+1),18:15,01:00,06h 45m,4.5,1829.0,6.0
Bangalore to Chittoor (Andhra Pradesh),APSRTC - 6842,Express(Non AC Seater),13:30,18:00,04h 30m,3.0,186.0,33.0
Bangalore to Chittoor (Andhra Pradesh),APSRTC - 5751,Express(Non AC Seater),14:15,18:55,04h 40m,4.0,186.0,45.0
Bangalore to Chittoor (Andhra Pradesh),APSRTC - 47577,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",14:30,18:50,04h 20m,4.4,277.0,30.0
Bangalore to Chittoor (Andhra Pradesh),APSRTC - 9046,Express(Non AC Seater),16:15,20:40,04h 25m,3.7,186.0,33.0
Bangalore to Chittoor (Andhra Pradesh),APSRTC - 9020,Express(Non AC Seater),17:30,21:55,04h 25m,3.3,186.0,37.0
Bangalore to Chittoor (Andhra Pradesh),APSRTC - 47211,Express(Non AC Seater),18:30,22:55,04h 25m,3.9,186.0,43.0
Bangalore to Chittoor (Andhra Pradesh),APSRTC - 47006,Express(Non AC Seater),21:30,02:30,05h 00m,4.5,217.0,44.0
Bangalore to Chittoor (Andhra Pradesh),APSRTC - 5672,Express(Non AC Seater),21:30,02:10,04h 40m,3.6,186.0,43.0
Bangalore to Chittoor (Andhra Pradesh),APSRTC - 5457,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:30,02:00,04h 30m,4.0,277.0,31.0
Bangalore to Chittoor (Andhra Pradesh),APSRTC - 5449,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:30,03:15,05h 45m,3.3,304.0,27.0
Bangalore to Chittoor (Andhra Pradesh),APSRTC - 5515,Express(Non AC Seater),21:40,02:00,04h 20m,4.0,186.0,45.0
Bangalore to Chittoor (Andhra Pradesh),APSRTC - 47216,Express(Non AC Seater),21:45,02:25,04h 40m,4.0,186.0,42.0
Bangalore to Chittoor (Andhra Pradesh),APSRTC - 9887,Express(Non AC Seater),22:00,02:30,04h 30m,4.6,186.0,41.0
Bangalore to Chittoor (Andhra Pradesh),APSRTC - 5394,"ULTRA DELUXE (NON-AC, 2+2 PUSH BACK)",22:00,02:30,04h 30m,3.5,229.0,35.0
